"field_date","site","site_reach","transect","sample_number","intermediate_axis_mm","habitat_type"
2023-09-20,"SFE-SH","SFE-SH-1S",31,174,"135","riffle"
2023-09-20,"SFE-SH","SFE-SH-1S",31,175,"180","riffle"
2023-09-20,"SFE-SH","SFE-SH-1S",31,176,"163","riffle"
2023-09-20,"SFE-SH","SFE-SH-1S",31,177,"137","riffle"
2023-09-20,"SFE-SH","SFE-SH-1S",31,178,"292","riffle"
2023-09-20,"SFE-SH","SFE-SH-1S",31,179,"106","riffle"
2023-09-20,"SFE-SH","SFE-SH-1S",31,180,"sand","riffle"
2023-09-20,"SFE-SH","SFE-SH-1S",32,181,"114","riffle"
2023-09-20,"SFE-SH","SFE-SH-1S",32,182,"34","riffle"
2023-09-20,"SFE-SH","SFE-SH-1S",32,183,"20","riffle"
2023-09-20,"SFE-SH","SFE-SH-1S",32,184,"19","riffle"
2023-09-20,"SFE-SH","SFE-SH-1S",32,185,"44","riffle"
2023-09-20,"SFE-SH","SFE-SH-1S",32,186,"89","riffle"
2023-09-20,"SFE-SH","SFE-SH-1S",33,187,"75","riffle"
2023-09-20,"SFE-SH","SFE-SH-1S",33,188,"139","riffle"
2023-09-20,"SFE-SH","SFE-SH-1S",33,189,"6","riffle"
2023-09-20,"SFE-SH","SFE-SH-1S",33,190,"96","riffle"
2023-09-20,"SFE-SH","SFE-SH-1S",34,191,"18","riffle"
2023-09-20,"SFE-SH","SFE-SH-1S",34,192,"104","riffle"
2023-09-20,"SFE-SH","SFE-SH-1S",34,193,"156","riffle"
2023-09-20,"SFE-SH","SFE-SH-1S",34,194,"74","riffle"
2023-09-20,"SFE-SH","SFE-SH-1S",34,195,"sand","riffle"
2023-09-20,"SFE-SH","SFE-SH-1S",34,196,"42","riffle"
2023-09-20,"SFE-SH","SFE-SH-1S",35,197,"102","riffle"
2023-09-20,"SFE-SH","SFE-SH-1S",35,198,"130","riffle"
2023-09-20,"SFE-SH","SFE-SH-1S",35,199,"120","riffle"
2023-09-20,"SFE-SH","SFE-SH-1S",35,200,"93","riffle"
