SORT,Sample #,Waterbody / Project,Collection Date,Date Received,Analysis Requested,MC Results sent?,ATX Results sent?,PST Results sent?,Notes,Invoice                   / Final Report,,Sample Type,Sample Volume For Toxin (mL),,Sample weight based?  (FW or DW),Extracted Sample Weight (g),Who Weighed?,,Sample Extracted?,Extraction Volume (mL),Date Extracted,Who Extracted?,,HPLC RUN?,AVERAGE LCMS μg/l or μg/g,Min Detect Limit,,(n),MS/MS,,(ATX+HTX) only,ATX + dhATX + HTX+dhHTX,Detection limit       ATX by  LCMSMS    in μg/L,Units,,Anatoxin- a  LC-MS/MS toxic,ATX confirmation,HomoATX  LC-MS/MS,HomoATX confirmation,DiHydroATX  LC-MS/MS,DihydroATX confirmation,DiHydrohomoATX  LC-MS/MS,DihydrohomoATX confirmation,Phenyl-alanine,(n),CYL + dCYL,[CYL],Confirm?,CYL LCMSMS,Confirm?,LCMSMS Detection Limit,CYL μg/L OR μg/g,,,Date Tested,Long or Short Protocol,Voucher Conc in μg/mL,Sample Conc in μg/L or g/kg,dRR,RR,mRR,H4YR,hYR,YR,dLR,LR,mLR,meLR,AR,FR,WR,dLA,LA,mLA,LL,LY,LW,LF,NOD,zLR,??
278,24-278,Salmon River,6/28/2023,2/27/2024,"ATX, MC",12-May-24,12-May-24,,,,,P,,,DW,0.1177,Owner,,Y,5,1-Jan-24,Owner,,LCMS, ,(<0.09),ug/g,-1,-1,,,,(<0.0097),ug/gram,,-, ,-, ,-, ,-, ,confirmed,1,,, ,, ,(<0.0169),ug/gram,,,6-Mar-24, ,0, ,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
279,24-279,Salmon River,6/28/2023,2/27/2024,"ATX, MC",12-May-24,12-May-24,,,,,P,,,DW,0.1253,Owner,,Y,5,1-Jan-24,Owner,,LCMS, ,(<0.08),ug/g,-1,-1,,,,(<0.0091),ug/gram,,-, ,-, ,-, ,-, ,confirmed,1,,, ,, ,(<0.0159),ug/gram,,,6-Mar-24, ,0, ,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
280,24-280,Salmon River,7/13/2023,2/27/2024,"ATX, MC",12-May-24,12-May-24,,,,,P,,,DW,0.0251,Owner,,Y,2,1-Jan-24,Owner,,LCMS, ,(<0.16),ug/g,-1,-1,,,,(<0.0181),ug/gram,,-, ,-, ,-, ,-, ,confirmed,1,,, ,, ,(<0.0317),ug/gram,,,6-Mar-24, ,0, ,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
281,24-281,Salmon River,7/13/2023,2/27/2024,"ATX, MC",12-May-24,12-May-24,,,,,P,,,DW,0.0498,Owner,,Y,2,1-Jan-24,Owner,,LCMS, ,(<0.08),ug/g,-1,-1,,,,(<0.0091),ug/gram,,-, ,-, ,-, ,-, ,confirmed,1,,, ,, ,(<0.0160),ug/gram,,,6-Mar-24, ,0, ,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
282,24-282,Salmon River,7/13/2023,2/27/2024,"ATX, MC",12-May-24,12-May-24,,,,,P,,,DW,0.1971,Owner,,Y,10,1-Jan-24,Owner,,LCMS, ,(<0.10),ug/g,-1,-1,,,,(<0.0115),ug/gram,,-, ,-, ,-, ,-, ,confirmed,1,,, ,, ,(<0.0202),ug/gram,,,6-Mar-24, ,0, ,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
283,24-283,Salmon River,7/27/2023,2/27/2024,"ATX, MC",12-May-24,12-May-24,,,,,P,,,DW,0.0402,Owner,,Y,2,1-Jan-24,Owner,,LCMS, ,(<0.10),ug/g,-1,-1,,,,(<0.0113),ug/gram,,-, ,-, ,-, ,-, ,confirmed,1,,, ,, ,(<0.0198),ug/gram,,,6-Mar-24, ,0, ,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
284,24-284,Salmon River,7/27/2023,2/27/2024,"ATX, MC",12-May-24,12-May-24,,,,,P,,,DW,0.0478,Owner,,Y,2,1-Jan-24,Owner,,LCMS, ,(<0.09),ug/g,-1,-1,,,,(<0.0095),ug/gram,,-, ,-, ,-, ,-, ,confirmed,1,,, ,, ,(<0.0166),ug/gram,,,6-Mar-24, ,0, ,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
285,24-285,Blaszczak Lab,N/A,2/27/2024,"ATX, MC",,,,,,,W,10,,,0,Owner,,Y,10,1-Jan-24,Owner,,LCMS, ,(<2.06),ug/L,-1,-1,,,,(<0.2275),ug/L,,-, ,-, ,-, ,-, , ,1,,, ,, ,(<0.397),ug/L,,,6-Mar-24, ,0, ,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
286,24-286,Salmon River,7/27/2023,2/27/2024,"ATX, MC",12-May-24,12-May-24,,,,,P,,,DW,0.0064,Owner,,Y,2,1-Jan-24,Owner,,LCMS, ,(<0.64),ug/g,-1,-1,,,,(<0.0711),ug/gram,,-, ,-, ,-, ,-, ,possible,1,,, ,, ,(<0.1242),ug/gram,,,6-Mar-24, ,0, ,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
287,24-287,Salmon River,8/10/2023,2/27/2024,"ATX, MC",12-May-24,12-May-24,,,,,P,,,DW,0.0178,Owner,,Y,2,1-Jan-24,Owner,,LCMS, ,(<0.23),ug/g,-1,-1,,,,(<0.0256),ug/gram,,-, ,-, ,-, ,-, ,confirmed,1,,, ,, ,(<0.0446),ug/gram,,,6-Mar-24, ,0, ,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
288,24-288,Salmon River,8/10/2023,2/27/2024,"ATX, MC",12-May-24,12-May-24,,,,,P,,,DW,0.0033,Owner,,Y,2,1-Jan-24,Owner,,LCMS, ,(<1.25),ug/g,-1,-1,,,,(<0.1379),ug/gram,,-, ,-, ,-, ,-, ,confirmed,1,,, ,, ,(<0.2408),ug/gram,,,6-Mar-24, ,0, ,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
289,24-289,Salmon River,8/10/2023,2/27/2024,"ATX, MC",12-May-24,12-May-24,,,,,P,,,DW,0.0117,Owner,,Y,2,1-Jan-24,Owner,,LCMS, ,(<0.35),ug/g,-1,-2,,0.005,0.005,(<0.0362),ug/gram,,-, ,0.005,suspect,-, ,-, ,confirmed,2,,, ,, ,(<0.0114),ug/gram,,,6-Mar-24, ,0, ,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
290,24-290,Sfk Eel River,9/24/2023,2/27/2024,"ATX, MC",,,,,,,P,,,DW,0.2265,Owner,,Y,10,1-Jan-24,Owner,,LCMS, ,(<0.09),ug/g,-1,-2,,1.193,1.253,(<0.0093),ug/gram,,1.193,confirmed,-, ,0.06,confirmed,-, , ,2,,, ,, ,(<0.0029),ug/gram,,,6-Mar-24, ,0, ,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
291,24-291,Sfk Eel River,9/24/2023,2/27/2024,"ATX, MC",,,,,,,P,,,DW,0.2214,Owner,,Y,10,1-Jan-24,Owner,,LCMS, ,(<0.09),ug/g,-1,-2,,0.485,0.52,(<0.0096),ug/gram,,0.485,confirmed,-, ,0.035,confirmed,-, , ,2,,, ,, ,(<0.0030),ug/gram,,,6-Mar-24, ,0, ,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
292,24-292,Sfk Eel River,9/24/2023,2/27/2024,"ATX, MC",,,,,,,P,,,DW,0.2003,Owner,,Y,10,1-Jan-24,Owner,,LCMS, ,(<0.10),ug/g,-1,-2,,0.929,0.97,(<0.0106),ug/gram,,0.929,confirmed,-, ,0.041,confirmed,-, , ,2,,, ,, ,(<0.0033),ug/gram,,,6-Mar-24, ,0, ,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
293,24-293,Sfk Eel River,9/24/2023,2/27/2024,"ATX, MC",,,,,,,P,,,DW,0.2129,Owner,,Y,10,1-Jan-24,Owner,,LCMS, ,(<0.10),ug/g,-1,-2,,2.551,2.671,(<0.0099),ug/gram,,2.551,confirmed,-, ,0.12,confirmed,-, , ,2,,, ,, ,(<0.0031),ug/gram,,,6-Mar-24, ,0, ,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
294,24-294,Sfk Eel River,9/24/2023,2/27/2024,"ATX, MC",,,,,,,P,,,DW,0.2117,Owner,,Y,10,1-Jan-24,Owner,,LCMS, ,(<0.10),ug/g,-1,-2,,2.052,2.125,(<0.0100),ug/gram,,2.052,confirmed,-, ,0.073,confirmed,-, , ,2,,, ,, ,(<0.0031),ug/gram,,,6-Mar-24, ,0, ,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
295,24-295,Sfk Eel River,9/24/2023,2/27/2024,"ATX, MC",,,,,,,P,,,DW,0.1751,Owner,,Y,10,1-Jan-24,Owner,,LCMS, ,(<0.12),ug/g,-1,-2,,0.892,0.932,(<0.0121),ug/gram,,0.892,confirmed,-, ,0.04,confirmed,-, , ,2,,, ,, ,(<0.0038),ug/gram,,,6-Mar-24, ,0, ,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
296,24-296,Sfk Eel River,9/24/2023,2/27/2024,"ATX, MC",,,,,,,P,,,DW,0.224,Owner,,Y,10,1-Jan-24,Owner,,LCMS, ,(<0.09),ug/g,-1,-2,,1.092,1.144,(<0.0094),ug/gram,,1.092,confirmed,-, ,0.052,confirmed,-, , ,2,,, ,, ,(<0.0030),ug/gram,,,6-Mar-24, ,0, ,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
297,24-297,Sfk Eel River,9/24/2023,2/27/2024,"ATX, MC",,,,,,,P,,,DW,0.2248,Owner,,Y,10,1-Jan-24,Owner,,LCMS, ,(<0.08),ug/g,-1,-2,,0.867,0.941,(<0.0094),ug/gram,,0.867,confirmed,-, ,0.074,confirmed,-, , ,2,,, ,, ,(<0.0030),ug/gram,,,8-Mar-24, ,0, ,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
298,24-298,Sfk Eel River,9/24/2023,2/27/2024,"ATX, MC",,,,,,,P,,,DW,0.2235,Owner,,Y,10,1-Jan-24,Owner,,LCMS, ,(<0.08),ug/g,-1,-2,,1.345,1.434,(<0.0095),ug/gram,,1.345,confirmed,-, ,0.089,confirmed,-, , ,2,,, ,, ,(<0.0030),ug/gram,,,8-Mar-24, ,0, ,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
299,24-299,Sfk Eel River,9/24/2023,2/27/2024,"ATX, MC",,,,,,,P,,,DW,0.2012,Owner,,Y,10,1-Jan-24,Owner,,LCMS, ,(<0.09),ug/g,-1,-2,,,,(<0.0105),ug/gram,,-,possible,-, ,-, ,-, ,confirmed,2,,, ,, ,(<0.0033),ug/gram,,,8-Mar-24, ,0, ,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
300,24-300,Sfk Eel River,9/24/2023,2/27/2024,"ATX, MC",,,,,,,P,,,DW,0.1931,Owner,,Y,10,1-Jan-24,Owner,,LCMS, ,(<0.09),ug/g,-1,-2,,,,(<0.0110),ug/gram,,-, ,-, ,-, ,-, ,confirmed,2,,, ,, ,(<0.0035),ug/gram,,,8-Mar-24, ,0, ,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
301,24-301,Poudre River,10/10/2023,2/27/2024,"ATX, MC",12-May-24,12-May-24,,,,,P,,,DW,0.2085,Owner,,Y,10,1-Jan-24,Owner,,LCMS, ,(<0.09),ug/g,-1,-1,,,,(<0.0102),ug/gram,,-, ,-, ,-, ,-, ,confirmed,1,,, ,, ,(<0.0187),ug/gram,,,8-Mar-24, ,0, ,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
302,24-302,Sfk Eel River,8/25/2022,2/27/2024,"ATX, MC",,,,,,,P,,,DW,0.135,Owner,,Y,5,1-Jan-24,Owner,,LCMS, ,(<0.07),ug/g,-1,-2,,0.541,0.656,(<0.0078),ug/gram,,0.541,confirmed,-, ,0.116,confirmed,-, , ,2,,, ,, ,(<0.0025),ug/gram,,,8-Mar-24, ,0, ,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
303,24-303,Sfk Eel River,8/25/2022,2/27/2024,"ATX, MC",,,,,,,P,,,DW,0.1257,Owner,,Y,5,1-Jan-24,Owner,,LCMS, ,(<0.07),ug/g,-1,-2,,0.315,0.448,(<0.0084),ug/gram,,0.315,confirmed,-, ,0.133,confirmed,-, , ,2,,, ,, ,(<0.0027),ug/gram,,,8-Mar-24, ,0, ,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
304,24-304,Sfk Eel River,8/25/2022,2/27/2024,"ATX, MC",,,,,,,P,,,DW,0.1299,Owner,,Y,5,1-Jan-24,Owner,,LCMS, ,(<0.07),ug/g,-1,-2,,0.293,0.437,(<0.0081),ug/gram,,0.293,confirmed,-, ,0.143,confirmed,-, , ,2,,, ,, ,(<0.0026),ug/gram,,,8-Mar-24, ,0, ,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
305,24-305,Sfk Eel River,8/25/2022,2/27/2024,"ATX, MC",,,,,,,P,,,DW,0.1374,Owner,,Y,5,1-Jan-24,Owner,,LCMS, ,(<0.07),ug/g,-1,-2,,3.641,4.271,(<0.0077),ug/gram,,3.641,confirmed,-, ,0.63,confirmed,-, , ,2,,, ,, ,(<0.0024),ug/gram,,,8-Mar-24, ,0, ,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
306,24-306,Sfk Eel River,8/25/2022,2/27/2024,"ATX, MC",,,,,,,P,,,DW,0.1085,Owner,,Y,5,1-Jan-24,Owner,,LCMS, ,(<0.08),ug/g,-1,-2,,0.6,0.836,(<0.0098),ug/gram,,0.6,confirmed,-, ,0.236,confirmed,-, , ,2,,, ,, ,(<0.0031),ug/gram,,,8-Mar-24, ,0, ,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
307,24-307,Sfk Eel River,8/25/2022,2/27/2024,"ATX, MC",,,,,,,P,,,DW,0.1352,Owner,,Y,5,1-Jan-24,Owner,,LCMS, ,(<0.07),ug/g,-1,-2,,0.311,0.445,(<0.0078),ug/gram,,0.311,confirmed,-, ,0.134,confirmed,-, , ,2,,, ,, ,(<0.0025),ug/gram,,,8-Mar-24, ,0, ,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
308,24-308,Sfk Eel River,8/25/2022,2/27/2024,"ATX, MC",,,,,,,P,,,DW,0.1338,Owner,,Y,5,1-Jan-24,Owner,,LCMS, ,(<0.07),ug/g,-1,-2,,0.232,0.26,(<0.0079),ug/gram,,0.232,possible,-, ,0.028,confirmed,-, ,confirmed,2,,, ,, ,(<0.0025),ug/gram,,,8-Mar-24, ,0, ,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
309,24-309,Sfk Eel River,8/25/2022,2/27/2024,"ATX, MC",,,,,,,P,,,DW,0.0663,Owner,,Y,5,1-Jan-24,Owner,,LCMS, ,(<0.14),ug/g,-1,-2,,0.224,0.284,(<0.0160),ug/gram,,0.224,confirmed,-, ,0.06,confirmed,-, ,confirmed,2,,, ,, ,(<0.0050),ug/gram,,,8-Mar-24, ,0, ,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
310,24-310,Sfk Eel River,8/25/2022,2/27/2024,"ATX, MC",,,,,,,P,,,DW,0.1273,Owner,,Y,5,1-Jan-24,Owner,,LCMS, ,(<0.07),ug/g,-1,-2,,0.332,0.396,(<0.0083),ug/gram,,0.332,possible,-, ,0.064,confirmed,-, ,confirmed,2,,, ,, ,(<0.0026),ug/gram,,,8-Mar-24, ,0, ,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
311,24-311,Sfk Eel River,9/8/2022,2/27/2024,"ATX, MC",,,,,,,P,,,DW,0.1024,Owner,,Y,5,1-Jan-24,Owner,,LCMS, ,(<0.09),ug/g,-1,-2,,0.225,0.271,(<0.0103),ug/gram,,0.225,confirmed,-, ,0.046,confirmed,-, , ,2,,, ,, ,(<0.0033),ug/gram,,,8-Mar-24, ,0, ,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
312,24-312,Sfk Eel River,9/8/2022,2/27/2024,"ATX, MC",,,,,,,P,,,DW,0.0171,Owner,,Y,2,1-Jan-24,Owner,,LCMS, ,(<0.21),ug/g,-1,-2,,0.884,1.059,(<0.0248),ug/gram,,0.884,confirmed,-, ,0.175,confirmed,-, , ,2,,, ,, ,(<0.0078),ug/gram,,,8-Mar-24, ,0, ,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
313,24-313,Sfk Eel River,9/8/2022,2/27/2024,"ATX, MC",,,,,,,P,,,DW,0.0573,Owner,,Y,5,1-Jan-24,Owner,,LCMS, ,(<0.16),ug/g,-1,-2,,0.643,0.759,(<0.0185),ug/gram,,0.643,confirmed,-, ,0.117,confirmed,-, , ,2,,, ,, ,(<0.0058),ug/gram,,,8-Mar-24, ,0, ,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
314,24-314,Sfk Eel River,9/8/2022,2/27/2024,"ATX, MC",,,,,,,P,,,DW,0.1232,Owner,,Y,5,1-Jan-24,Owner,,LCMS, ,(<0.07),ug/g,-1,-1,,1.154,1.499,(<0.0086),ug/gram,,1.154,confirmed,-, ,0.345,confirmed,-, , ,1,,, ,, ,(<0.0158),ug/gram,,,8-Mar-24, ,0, ,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
315,24-315,Sfk Eel River,9/8/2022,2/27/2024,"ATX, MC",,,,,,,P,,,DW,0.0737,Owner,,Y,5,1-Jan-24,Owner,,LCMS, ,(<0.12),ug/g,-1,-1,,0.138,0.25,(<0.0144),ug/gram,,0.138,confirmed,-, ,0.113,confirmed,-, , ,1,,, ,, ,(<0.0264),ug/gram,,,8-Mar-24, ,0, ,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
316,24-316,Sfk Eel River,9/8/2022,2/27/2024,"ATX, MC",,,,,,,P,,,DW,0.1446,Owner,,Y,5,1-Jan-24,Owner,,LCMS, ,(<0.06),ug/g,-1,-1,,0.796,0.933,(<0.0073),ug/gram,,0.796,confirmed,-, ,0.137,confirmed,-, , ,1,,, ,, ,(<0.0135),ug/gram,,,8-Mar-24, ,0, ,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
317,24-317,Sfk Eel River,9/8/2022,2/27/2024,"ATX, MC",,,,,,,P,,,DW,0.1468,Owner,,Y,5,1-Jan-24,Owner,,LCMS, ,(<0.06),ug/g,-1,-1,,0.238,0.34,(<0.0072),ug/gram,,0.238,confirmed,-, ,0.102,confirmed,-, , ,1,,, ,, ,(<0.0133),ug/gram,,,8-Mar-24, ,0, ,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
318,24-318,Sfk Eel River,9/8/2022,2/27/2024,"ATX, MC",,,,,,,P,,,DW,0.144,Owner,,Y,5,1-Jan-24,Owner,,LCMS, ,(<0.06),ug/g,-1,-1,,,,(<0.0073),ug/gram,,-,possible,-, ,-, ,-, ,confirmed,1,,, ,, ,(<0.0135),ug/gram,,,8-Mar-24, ,0, ,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
319,24-319,Sfk Eel River,9/8/2022,2/27/2024,"ATX, MC",,,,,,,P,,,DW,0.1209,Owner,,Y,5,1-Jan-24,Owner,,LCMS, ,(<0.08),ug/g,-1,-1,,0.158,0.158,(<0.0088),ug/gram,,0.158,confirmed,-, ,-, ,-, , ,1,,, ,, ,(<0.0161),ug/gram,,,8-Mar-24, ,0, ,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
320,24-320,Sfk Eel River,9/24/2022,2/27/2024,"ATX, MC",,,,,,,P,,,DW,0.1189,Owner,,Y,5,1-Jan-24,Owner,,LCMS, ,(<0.08),ug/g,-1,-1,,2.069,2.135,(<0.0089),ug/gram,,2.069,confirmed,-, ,0.066,confirmed,-, , ,1,,, ,, ,(<0.0164),ug/gram,,,8-Mar-24, ,0, ,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
321,24-321,Sfk Eel River,9/24/2022,2/27/2024,"ATX, MC",,,,,,,P,,,DW,0.1346,Owner,,Y,5,1-Jan-24,Owner,,LCMS, ,(<0.07),ug/g,-1,-1,,2.697,3.017,(<0.0079),ug/gram,,2.697,confirmed,-, ,0.32,confirmed,-, , ,1,,, ,, ,(<0.0145),ug/gram,,,8-Mar-24, ,0, ,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
322,24-322,Sfk Eel River,9/24/2022,2/27/2024,"ATX, MC",,,,,,,P,,,DW,0.1264,Owner,,Y,5,1-Jan-24,Owner,,LCMS, ,(<0.07),ug/g,-1,-1,,1.973,2.362,(<0.0084),ug/gram,,1.973,confirmed,-, ,0.389,confirmed,-, , ,1,,, ,, ,(<0.0154),ug/gram,,,8-Mar-24, ,0, ,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
323,24-323,Sfk Eel River,9/24/2022,2/27/2024,"ATX, MC",,,,,,,P,,,DW,0.1427,Owner,,Y,5,1-Jan-24,Owner,,LCMS, ,(<0.06),ug/g,-1,-1,,1.687,2.113,(<0.0074),ug/gram,,1.687,confirmed,-, ,0.426,confirmed,-, , ,1,,, ,, ,(<0.0137),ug/gram,,,8-Mar-24, ,0, ,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
324,24-324,Sfk Eel River,9/24/2022,2/27/2024,"ATX, MC",,,,,,,P,,,DW,0.1331,Owner,,Y,5,1-Jan-24,Owner,,LCMS, ,(<0.07),ug/g,-1,-1,,1.607,1.807,(<0.0080),ug/gram,,1.607,confirmed,-, ,0.2,confirmed,-, , ,1,,, ,, ,(<0.0146),ug/gram,,,8-Mar-24, ,0, ,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
325,24-325,Sfk Eel River,9/24/2022,2/27/2024,"ATX, MC",,,,,,,P,,,DW,0.136,Owner,,Y,5,1-Jan-24,Owner,,LCMS, ,(<0.07),ug/g,-1,-1,,1.148,1.256,(<0.0078),ug/gram,,1.148,confirmed,-, ,0.108,confirmed,-, , ,1,,, ,, ,(<0.0143),ug/gram,,,8-Mar-24, ,0, ,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
326,24-326,Sfk Eel River,9/24/2022,2/27/2024,"ATX, MC",,,,,,,P,,,DW,0.1162,Owner,,Y,5,1-Jan-24,Owner,,LCMS, ,(<0.08),ug/g,-1,-1,,0.465,0.583,(<0.0091),ug/gram,,0.465,confirmed,-, ,0.118,confirmed,-, , ,1,,, ,, ,(<0.0168),ug/gram,,,8-Mar-24, ,0, ,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
327,24-327,Sfk Eel River,9/24/2022,2/27/2024,"ATX, MC",,,,,,,P,,,DW,0.1107,Owner,,Y,5,1-Jan-24,Owner,,LCMS, ,(<0.08),ug/g,-1,-1,,0.987,1.051,(<0.0096),ug/gram,,0.987,possible,-, ,0.064,confirmed,-, , ,1,,, ,, ,(<0.0176),ug/gram,,,8-Mar-24, ,0, ,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
328,24-328,Sfk Eel River,9/24/2022,2/27/2024,"ATX, MC",,,,,,,P,,,DW,0.1269,Owner,,Y,5,1-Jan-24,Owner,,LCMS, ,(<0.07),ug/g,-1,-1,,0.405,0.461,(<0.0083),ug/gram,,0.405,confirmed,-, ,0.056,confirmed,-, , ,1,,, ,, ,(<0.0154),ug/gram,,,8-Mar-24, ,0, ,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
329,24-329,Sfk Eel River,8/25/2022,2/27/2024,"ATX, MC",,,,,,,P,,,DW,0.1029,Owner,,Y,5,1-Jan-24,Owner,,LCMS, ,(<0.09),ug/g,-1,-1,,,,(<0.0103),ug/gram,,-, ,-, ,-, ,-, ,confirmed,1,,, ,, ,(<0.0189),ug/gram,,,8-Mar-24, ,0, ,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
330,24-330,Sfk Eel River,8/25/2022,2/27/2024,"ATX, MC",,,,,,,P,,,DW,0.0725,Owner,,Y,5,1-Jan-24,Owner,,LCMS, ,(<0.13),ug/g,-1,-1,,,,(<0.0146),ug/gram,,-, ,-, ,-, ,-, ,confirmed,1,,, ,, ,(<0.0269),ug/gram,,,8-Mar-24, ,0, ,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
331,24-331,Sfk Eel River,8/25/2022,2/27/2024,"ATX, MC",,,,,,,P,,,DW,0.0707,Owner,,Y,5,1-Jan-24,Owner,,LCMS, ,(<0.13),ug/g,-1,-1,,,,(<0.0150),ug/gram,,-, ,-, ,-, ,-, ,confirmed,1,,, ,, ,(<0.0276),ug/gram,,,8-Mar-24, ,0, ,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
332,24-332,Sfk Eel River,8/25/2022,2/27/2024,"ATX, MC",,,,,,,P,,,DW,0.0169,Owner,,Y,2,1-Jan-24,Owner,,LCMS, ,(<0.21),ug/g,-1,-1,,,,(<0.0250),ug/gram,,-, ,-, ,-, ,-, , ,1,,, ,, ,(<0.0461),ug/gram,,,8-Mar-24, ,0, ,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
333,24-333,Sfk Eel River,8/25/2022,2/27/2024,"ATX, MC",,,,,,,P,,,DW,0.0341,Owner,,Y,2,1-Jan-24,Owner,,LCMS, ,(<0.11),ug/g,-1,-1,,,,(<0.0124),ug/gram,,-, ,-, ,-, ,-, ,confirmed,1,,, ,, ,(<0.0229),ug/gram,,,8-Mar-24, ,0, ,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
334,24-334,Sfk Eel River,8/25/2022,2/27/2024,"ATX, MC",,,,,,,P,,,DW,0.0444,Owner,,Y,2,1-Jan-24,Owner,,LCMS, ,(<0.08),ug/g,-1,-1,,,,(<0.0095),ug/gram,,-, ,-, ,-, ,-, ,confirmed,1,,, ,, ,(<0.0176),ug/gram,,,8-Mar-24, ,0, ,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
